no_saida,no_entrada,betweenness
2296,5907,9.111378453761917e-06
208,88,1.0436212212289936e-05
208,2878,3.960772389715282e-05
208,972,0.00023121543705804937
208,5453,4.409833305336007e-05
208,5344,2.4852148591094817e-05
208,3368,4.0307172734253305e-05
208,3067,3.3251634630197085e-05
208,5033,2.6104381542304664e-05
208,4303,2.5899601487128788e-05
208,5036,4.120872465732989e-05
208,596,2.3342733769768265e-05
208,5485,8.59768327837179e-06
208,4227,3.0469893701727588e-05
208,3072,9.651213341949949e-05
208,2351,2.9659684545417626e-05
208,2815,0.000975620747813701
5344,88,6.741534935605703e-06
5344,596,1.8623199496168051e-06
5344,792,1.922272645499659e-05
5344,1021,8.798211339695796e-06
5344,1408,0.00010406488107226468
5344,1953,1.4452497948207356e-05
5344,2351,7.063522489293084e-06
5344,2779,5.9166827752586054e-05
5344,3368,1.287309564201522e-05
5344,3541,0.00019875083330710114
5344,4227,6.529234212339306e-06
5344,4303,4.526719650997888e-06
5344,5033,4.553351550902036e-06
5344,5036,2.514661829182543e-05
5344,5485,5.49530125871357e-06
3368,88,1.0906349760177587e-05
3368,188,8.115324623819312e-06
3368,792,8.899296458567853e-06
3368,1021,5.939190848639603e-06
3368,1534,1.674087924309029e-05
3368,2779,9.536529852483856e-05
3368,2878,8.221673292233833e-06
3368,3067,5.898752934815292e-06
3368,5033,5.435254362983097e-06
3368,4303,5.258831427972261e-06
3368,5036,5.632389956084101e-05
3368,5851,0.0001341623689483956
3368,2923,6.601325879846746e-05
3368,5485,9.945000688261926e-06
3368,4227,4.337815860541166e-06
1602,125,3.1548688433632812e-06
1602,178,1.9605142239551806e-06
1602,1324,0.0002669447572067372
1602,544,1.249572331232841e-05
1602,750,3.1622011362793687e-06
1602,1051,4.200260390207517e-06
1602,1154,1.3696038840463081e-05
1602,1202,6.284353875287449e-06
1602,1248,8.95114209633501e-06
1602,1407,6.5918548531461995e-06
1602,1570,3.440886013813141e-06
1602,5879,3.331677616250668e-06
1602,2338,3.4231055004629983e-06
1602,3079,6.925665990939545e-06
1602,3717,2.735083647787814e-06
1602,3220,1.5504465773939892e-06
1602,5046,3.0927066443507373e-06
1602,5049,1.1886213153842326e-05
1602,2314,0.00014598163227233475
1602,2365,3.4858025324171405e-06
1602,2183,6.758892777213205e-06
1602,4424,0.00013200246342394761
1602,3412,3.1758543939443477e-06
1602,4067,1.3847635284813917e-05
1602,4490,5.0091637411736594e-06
1602,3037,5.225138773510647e-06
1602,5477,7.870020513549315e-06
1602,4244,1.68408736838221e-05
1602,4718,2.7892598201443146e-06
1602,5246,5.7406985746719886e-06
1602,5561,5.020906069160045e-06
1602,5483,2.709200526677737e-06
1602,4120,2.5262498310112677e-06
1602,3885,3.2619923600900655e-06
1602,3541,6.055375950219296e-06
1602,5633,2.5604914483894266e-06
1602,3661,4.813052860789692e-06
1602,3036,0.00018088944610437612
1602,1680,7.483995980328083e-05
5033,188,2.2971254737419017e-06
5033,596,4.292342316644879e-06
5033,1806,1.538251068374879e-06
5033,2351,3.4032804050425296e-06
5033,4227,1.321724336045657e-06
5033,5036,4.302905024927162e-05
2779,188,5.6364626319747026e-05
2779,1324,0.0007191399031391909
2779,596,4.475521310384581e-05
2779,1227,1.1619828096504036e-05
2779,1483,1.4052187425004323e-05
2779,2351,8.132488412268474e-05
2779,5297,7.486775687451766e-05
2779,5704,0.0005225710399249089
1439,88,0.00016749033671533667
1439,165,4.39220644813206e-05
1439,674,1.0674937969998493e-05
1439,727,3.5954545648998785e-05
1439,734,2.003963336850734e-05
1439,873,0.0001352152321060077
1439,1263,0.00013505718021683113
1439,5285,3.4291851901951286e-05
1439,4542,1.0343716901095765e-05
1439,4036,8.388478673557832e-06
1439,4920,5.1338672503733964e-05
1439,4158,3.3646656921704537e-05
1439,2060,7.873401325739377e-05
1439,5538,5.248230147421568e-05
1439,5396,0.00016697890016075404
1439,1648,3.800806338822333e-05
1439,2013,0.00012028353304495491
1439,2347,1.2065664879603394e-05
1439,4601,9.221035112363667e-06
1439,4627,3.029395286693457e-05
1439,4872,4.883176967605816e-05
1439,5485,0.0001335791591706699
4303,88,3.928518208337778e-06
4303,188,3.922758623156858e-06
4303,596,3.838464248850575e-06
4303,2351,3.291575925184479e-06
4303,3072,4.654305360291509e-05
4303,5036,6.391341006627823e-05
4303,5485,3.6665939108962455e-06
5036,188,2.665800769460028e-05
5036,1324,0.0015317437017198499
5036,596,1.8934469554624348e-05
5036,1021,4.736656570942324e-05
5036,1121,0.0001571087670829945
5036,2351,4.5162497421486805e-05
5036,3067,7.725743956547395e-05
5036,4227,4.6166652037506024e-05
5036,5485,5.173232957044156e-05
596,188,2.164615581233562e-06
596,1121,1.898858267472236e-05
596,5297,6.663589070183576e-06
596,3541,0.0001401751409755683
596,4227,4.183311030747002e-06
88,1806,1.122153188463994e-05
88,5485,3.4629629134743795e-07
88,3072,5.764401360283473e-05
88,2351,8.12256319618695e-06
5485,2351,7.241592874344056e-06
5485,3072,4.843851414021286e-05
4227,1021,1.6244600949866296e-06
4227,2351,2.5502285252434442e-06
4227,3067,1.4500597211666573e-06
3072,997,0.0006764723181403472
2351,188,5.048142330191487e-06
2351,792,7.0022678903678936e-06
2351,1021,3.969356600764961e-06
2351,1534,1.4044577276048207e-05
2351,1806,4.252897995338803e-06
2351,2878,6.2704575761238495e-06
2351,3067,3.972854971779096e-06
2351,2923,5.662459439976757e-05
5,4698,7.451003664837096e-05
5,521,4.2245371157803344e-05
5,4311,0.00011682392011068282
5,4398,0.00013480959442152259
4698,85,4.232904865756189e-05
4698,192,0.0009591592629421662
4698,320,0.0001231528932745626
4698,493,8.369615604152918e-05
4698,566,0.00022820397363699398
4698,672,4.779740078564647e-05
4698,919,8.06930245349612e-05
4698,1216,0.0003092136082629411
4698,1412,0.0005518371263652028
4698,1201,7.791841658997547e-05
4698,1567,0.00015322898305530515
4698,1810,7.51273938167494e-05
4698,1833,7.913489878408979e-05
4698,1256,7.913489878408977e-05
4698,709,5.1912315300172385e-05
4698,2143,0.0017310209439014295
4698,2159,0.00010082381458698396
4698,2366,0.00017385425572793317
4698,2638,2.568614754106606e-05
4698,3348,0.0001163571674030566
4698,3483,2.0466370389277066e-05
4698,3570,7.208460500773205e-05
4698,3586,0.00033852403520649965
4698,3648,4.0354624522712516e-05
4698,3668,0.0001506439887701198
4698,3787,0.00022285582516560942
4698,4009,6.239200980620616e-05
4698,4097,6.195751211708053e-05
4698,4154,6.989948789078375e-05
4698,4426,3.8407316662540455e-05
4698,4515,0.00018473156696543276
4698,4563,4.644724858064608e-05
4698,4030,6.874790596591368e-05
4698,5645,0.00016326455857883367
4698,4934,6.0402212868162356e-05
4698,5491,5.1073375061050824e-05
4698,5498,0.00018349746348652514
521,17,3.4383627877116096e-05
521,372,2.3115682065248002e-05
521,3303,1.6626201615681022e-05
521,4877,0.00010445240711812802
521,3105,6.907046323834932e-05
521,2437,0.00018412031263357004
521,829,3.405983045222743e-05
521,790,4.954455831083847e-05
521,1889,0.0001024542855127792
521,1069,3.7887654487394603e-05
521,4882,8.605574804884974e-05
521,4307,0.00010121505758807259
521,2366,0.00013185665460860714
521,4428,0.00010688006405190535
521,675,3.264184405718284e-05
521,796,4.21675270897503e-05
521,3450,4.3850074849900944e-05
521,1075,0.00010993941185353183
521,2643,0.000505112259569747
521,5197,3.1944171532697996e-05
521,1173,6.57243587399364e-05
521,3846,0.0001506731834486631
4311,192,0.000149487646437512
4311,493,2.5147951666383445e-05
4311,1236,3.0311196745846504e-05
4311,1810,0.00011696860261187503
4311,2143,0.00031626470570842076
4311,1333,6.037535720112076e-05
4311,2366,6.334388965191882e-05
4311,2760,4.803406479164765e-05
4311,3341,1.946101582217205e-05
4311,3668,4.747121147758606e-05
4311,4249,3.437642900027079e-05
4311,4466,8.291844831333033e-05
4311,5466,7.180670835680934e-05
4311,5491,8.498117410854871e-05
4311,5828,0.00016605101983297084
4311,5859,2.9542848327533244e-05
4398,112,0.0003129245207426488
4398,423,2.9495711677795927e-05
4398,621,0.000344198301763579
4398,672,3.128006420245827e-05
4398,721,4.270471584263312e-05
4398,5067,4.931022475353459e-05
4398,819,4.999310131409247e-05
4398,1208,3.144605911070329e-05
4398,1275,4.602536886979493e-05
4398,1365,0.00015302810424378124
4398,1367,6.329230559372816e-05
4398,1370,2.6847941867145124e-05
4398,1458,0.00010052952525233989
4398,1567,0.00018744668932911947
4398,1594,7.488120547910554e-05
4398,1625,5.437232724459335e-05
4398,1639,2.4003295302791155e-05
4398,1810,0.00016532570024477928
4398,2142,3.917452328143787e-05
4398,2243,3.454627739744193e-05
4398,2573,5.944382155326172e-05
4398,2656,8.596155662085019e-05
4398,3160,6.17313760393126e-05
4398,3221,4.718586849434507e-05
4398,3288,2.579954018881295e-05
4398,3310,3.3688034807061476e-05
4398,2218,0.00022028672063589857
4398,3584,0.0001438987967491321
4398,3595,0.002294056941630538
4398,3758,6.770552505662256e-05
4398,3783,2.5861256685508503e-05
4398,4082,3.944359948631993e-05
4398,4116,2.454225937618978e-05
4398,1374,0.0002723529993007374
4398,4269,3.4299962956773956e-05
4398,3894,2.0678662934695387e-05
4398,4984,5.384584284124338e-05
4398,5774,3.1432037882057835e-05
4398,4753,5.343150927569128e-05
4398,5665,3.1325097465190353e-05
4398,5466,0.00030728203723664885
4398,5085,0.0005416602574878155
4398,5426,4.2062290668032095e-05
6,5281,0.0003385240352064996
5281,397,0.0006585972233572227
5281,1906,7.80366589541301e-05
5281,3342,9.426405082864956e-05
7,535,1.3520987083930476e-05
7,3333,0.00018000234771265255
7,1244,0.00016613820624839702
7,5204,6.046325582343637e-06
7,5298,6.046325582343637e-06
535,1244,0.00022914280795581843
535,1911,5.667850030050969e-05
535,3839,0.00019391700170927922
3333,514,0.0001052411492481387
3333,626,0.00012562728158503798
3333,4866,0.0003190928410671513
3333,3366,1.9694043216138162e-05
1244,410,0.00043014664677048516
1244,463,3.668766665656054e-05
1244,5600,3.3692576743336417e-06
1244,4908,0.0003526374816496147
1244,3864,0.0003526374816496147
1244,4546,3.161331479808063e-06
1244,5298,0.000359710809523183
1244,4866,0.0011475156624472615
1244,5204,0.000359710809523183
5204,1911,2.9992573519316924e-05
5298,1911,2.9992573519316924e-05
8,191,0.00033852403520649965
191,18,0.001755388719219118
191,63,0.00027601036137821856
191,95,0.0004910158129426785
191,788,0.0004345278948570439
191,1343,0.00012834488691608971
191,4280,0.00026611530206248015
191,2307,0.00029930190121537807
191,3987,0.0005346883560351124
191,481,0.00033852403520649965
191,2608,0.0002500904472725208
191,4635,0.0007850787572949312
191,1842,0.0002350202984305839
191,2505,0.00017961293331288995
191,1095,0.0003199404799791146
191,284,0.0004559252073979663
191,3508,0.0006708730429814447
191,1927,0.0002742641102179549
191,3174,0.00022927724707347136
191,2614,0.0003023730622906925
191,496,0.0002732638626709845
191,3627,0.001098680595300747
191,1360,0.00020017603678747862
191,3267,0.0002118127812030475
191,3535,0.0002007412905808608
191,3257,0.00028425167202709154
191,3615,0.00016277430751651816
191,5728,0.00035370857975879874
191,5828,0.0031181030635949875
191,2509,0.00029575867879562943
191,3634,0.00029776557674051176
191,1652,0.00012168215405773333
191,2900,0.005345534296423346
191,5371,0.00024361187364675362
191,1750,0.00033852403520649965
191,3737,0.0003170686194292801
191,5113,0.0002668626442123675
191,1947,0.0003556737993030966
191,2152,0.00019918941498463477
191,1026,0.00033852403520649965
191,5343,0.00022659746556513016
191,2441,0.00019833442467995704
191,308,0.00033852403520649965
191,4302,0.0002495770399136921
191,401,0.00031898553987664175
191,217,0.00033852403520649965
191,1923,0.00019944672076850948
191,2824,0.00033577263450168315
191,4186,0.00033342798957866236
191,2164,0.0002502621268491517
191,3755,0.0005266034373741926
191,3583,0.00019028689498424908
191,4949,0.00023406608655603272
191,5066,0.0023517870579249645
191,4784,0.00033852403520649965
191,4873,0.00036053478722903036
191,600,0.000985134849910236
191,1680,0.002699367966115001
191,684,0.002367256131421761
191,5043,0.00015880285684042556
191,233,0.0002454662853749101
191,1789,0.00025841387157806404
191,5470,0.00034232639397395145
191,2622,0.00022586610356396732
191,329,0.0008312591354132087
191,787,0.0005711982647723355
191,4507,0.00025178155130741353
191,1799,0.0001373539186443337
191,1406,0.00026268539818835146
191,5311,0.00041160598282930844
191,5313,0.00019120287456835268
191,4321,0.0014119134185599826
191,3571,0.0001695282996096652
191,3490,0.00042723225727394856
191,1893,0.0003117654422092537
191,3862,0.00061676593340813
191,3495,0.0001695282996096652
191,4431,0.000328887981013448
191,537,0.00033852403520649965
191,703,0.0001652342214487269
191,2953,0.0003175345229946871
191,3237,0.00015570209585118291
191,239,0.0019522357569212994
191,1519,0.00016297446868361587
191,1339,0.0009116382412102202
191,1228,0.0003007793854806796
191,3592,0.00033852403520649965
191,454,0.00033852403520649965
191,1230,0.0008294846062321328
191,1066,0.0004341620128945188
191,1003,0.002567809152811971
191,2112,0.00033852403520649965
191,3975,0.0005534909134146888
191,4063,0.00026710019315567395
191,3795,0.00031426507722149405
191,4619,0.00025245080845502405
191,5097,0.00045626919862625187
191,1028,0.0005750930723890702
191,5253,0.0005306539449679643
191,895,0.0004377815700646398
191,5167,0.000630486476137211
191,1827,0.00023837315348790774
191,2299,0.000568550357726059
191,363,0.0005713834910871597
191,3604,0.000916208546766622
191,1832,0.0001536542400913096
191,2187,0.00012121675862959399
191,2121,0.00015110647094848217
191,2209,0.0021904630790467237
191,1246,0.0005360652055509477
191,3516,0.00033852403520649965
191,271,0.00013271415851294602
191,1541,0.00022948659236293327
191,1542,0.0002774733989562966
191,4539,0.0008202691752613669
191,4732,0.00029949258367289333
191,823,0.000245188077025084
191,2213,0.0001695282996096652
9,3008,0.00033852403520649954
3008,35,0.00033852403520649954
3008,47,0.00033852403520649954
3008,159,0.00029927347195786235
3008,240,0.00016585326633476968
3008,262,0.00033852403520649954
3008,265,0.00029927347195786165
3008,269,0.00029927347195786165
3008,287,0.00019427765648081548
3008,343,0.00025060098241033317
3008,369,0.00014278516703873008
3008,458,0.0003383521083221895
3008,478,3.1392178823810686e-05
3008,533,0.00032548588844229253
3008,575,0.0002628205715940711
3008,594,3.423157152971902e-05
3008,2078,3.254707640716541e-05
3008,712,0.0002928522684371888
3008,713,0.00016689620319434466
3008,740,0.00024333334997212467
3008,782,0.00012055065226228738
3008,2106,3.4084556929840754e-05
3008,908,0.00012055065226228713
3008,914,0.00033852403520649954
3008,929,7.212124309260438e-05
3008,950,9.955581444472033e-05
3008,989,9.866339666102248e-05
3008,1120,0.0001552796378381852
3008,1149,9.56089867682442e-05
3008,1169,9.308143863720842e-05
3008,1189,0.00012527470121458182
3008,1240,0.00033852403520649954
3008,1287,0.0005908699490748334
3008,1295,0.00033852403520649954
3008,1308,0.00012596363193561455
3008,1317,0.00033852403520649954
3008,1326,0.00033852403520649954
3008,1380,0.00033852403520649954
3008,1382,0.00011894218299778831
3008,1460,0.00033852403520649954
3008,1507,0.0002179340280486346
3008,1560,0.00024053792269515672
3008,1619,0.0004919537204204809
3008,1635,0.00033840941728362613
3008,1649,7.770272331566233e-05
3008,1667,0.0002413325794491883
3008,1823,9.167355190850799e-05
3008,1826,0.000299833776981008
3008,1836,0.013346230631950324
3008,1848,8.219420925147507e-05
3008,1872,0.00018520469651000734
3008,1896,0.00033852403520649954
3008,1898,0.00033840941728362613
3008,2291,0.00026758205290613936
3008,4647,0.00025163974294984315
3008,1924,0.00010497092204264672
3008,2019,0.0002129578231284521
3008,2027,5.9208564081141104e-05
3008,2031,0.00033852403520649954
3008,2037,0.00033044258205345466
3008,2040,0.0001398472421699634
3008,2069,5.61418704229462e-05
3008,2081,0.0004829166162158246
3008,2093,0.0002954617659743799
3008,2129,0.00019655069436472425
3008,2163,9.913581081410977e-05
3008,2225,0.00030507884804886965
3008,2272,0.0002691461281050926
3008,2440,0.0003225261833522771
3008,2460,0.00010195208996724752
3008,2482,0.00033852403520649954
3008,2497,0.00023194414289959983
3008,2556,0.00019861856486446248
3008,2596,0.00033852403520649954
3008,2687,0.00028770310716124325
3008,2787,0.00033666549146251005
3008,2845,0.00022172322867780486
3008,5786,0.00033852403520649954
3008,3002,0.00033840941728362613
3008,3075,0.00017662111182939846
3008,4179,0.0003194473381623236
3008,569,5.9485230632136046e-05
3008,4462,0.00021153109767673575
3008,3522,0.00029772230179181836
3008,3168,0.00029233799583495366
3008,4088,0.0001371052550456602
3008,4742,0.00033852403520649954
3008,3998,0.00010524279159993266
3008,3900,0.00018053431155452246
3008,4001,0.00029569119527704567
3008,3236,0.0001985880112992796
3008,3155,0.00019657934884544263
3008,5641,0.00033852403520649954
3008,3727,0.00029233799583495366
3008,3750,0.00033852403520649954
3008,4101,0.00029200392427600707
3008,4380,0.0005912506698522331
3008,4381,0.00033852403520649954
3008,3102,0.0002507773635582509
3008,4105,0.00033852403520649954
3008,3638,0.0001985880112992796
3008,5846,0.00014545693536208658
3008,5199,0.00017237316360713942
3008,5012,0.0002162689461433392
3008,4762,6.762160768641378e-05
3008,3188,3.4984662999484106e-05
3008,5840,6.515563982255232e-05
3008,4299,0.000599090009757108
3008,763,0.0003414244723284934
3008,3645,0.00038380409051427957
3008,3016,0.00011190305107351838
3008,4457,6.809958705155538e-05
3008,3291,0.00010704604969236726
3008,3653,0.00010155764155565935
3008,5210,0.0001878896978263892
3008,4493,0.00028446101534978157
3008,3029,0.0047313491617171155
3008,5814,0.00033852403520649954
3008,3296,0.00033691445218128114
3008,5034,0.000441117794185036
3008,4312,0.00033691445218128114
3008,3209,0.0002754875276119385
3008,3463,0.0003676315595109688
3008,5488,0.00033852403520649954
3008,3477,0.00033852403520649954
3008,1920,3.3820422679053404e-05
3008,5670,7.477297156979157e-05
3008,4365,0.00033852403520649954
3008,3945,0.00033852403520649954
3008,5047,0.00029927347195786387
3008,4137,0.0002572540058743843
3008,3485,0.00033852403520649954
3008,5723,0.00029927347195786387
3008,3133,0.00032937457527868223
3008,368,0.00029854850158006225
3008,5632,0.00018334478314421723
3008,3314,0.00033852403520649954
3008,4045,9.768054255983893e-05
3008,5593,0.0003294777509817594
3008,4054,0.00033852403520649954
3008,4436,0.00033852403520649954
3008,1320,0.0004545536839031962
3008,3419,9.089206143697599e-05
3008,3589,0.0008473046648595691
3008,3149,0.000298217782581377
3008,5607,0.00033852403520649954
3008,4468,0.0002992734719578637
3008,5379,0.003159504509079758
3008,3697,0.00024170333339834128
3008,5509,0.00010866622990102392
3008,5077,0.00026007469135627844
3008,3507,0.00011597266570561128
3008,5078,0.000124939923977096
3008,3510,0.0002368085455047505
3008,5890,0.000168531445136802
3008,5831,0.00033852403520649954
3008,3702,0.00033852403520649954
3008,3295,3.4625897551067996e-05
3008,4068,0.01137349309887786
3008,3433,0.0003383327426013305
3008,3066,0.00033852403520649954
3008,5350,0.0001931294613435273
3008,5256,0.00033852403520649954
3008,4534,0.00020868297864110003
3008,5707,0.00033852403520649954
3008,5353,0.00015367208995300562
3008,4827,0.0003297502824603346
3008,4460,0.00033852403520649954
3008,4173,0.000246737777636747
3008,4066,0.0004213422613950624
3008,5622,0.0002993346215616182
3008,3710,0.00033852403520649954
10,5708,0.00033852403520649965
5708,159,4.32351931406248e-05
5708,265,4.3235193140624664e-05
5708,269,4.3235193140624664e-05
5708,624,0.0002984418729336843
5708,2291,3.8190566483495744e-05
5708,1924,4.005236001378562e-05
5708,2129,2.7917605938930214e-05
5708,2272,3.8479889713115846e-05
5708,2754,1.6782982508508867e-05
5708,3155,2.7974914900366896e-05
5708,3168,3.8641777283113604e-05
5708,3236,0.0001183172552912952
5708,3286,0.000164395108839652
5708,1320,6.955543088081145e-05
5708,3419,3.6745092826215107e-05
5708,3507,1.8373472597289528e-05
5708,3589,0.0002504761350115285
5708,3600,3.591021306053613e-05
5708,3638,0.0001183172552912952
5708,3727,3.86417772831136e-05
5708,3821,0.0002535736490398285
5708,4101,3.855340158211364e-05
5708,4417,0.0005382464437495593
5708,4468,4.323519314062481e-05
5708,3522,4.275098748058124e-05
5708,368,4.440872462122734e-05
5708,5012,4.1559928080294236e-05
5708,5047,4.323519314062481e-05
5708,5261,7.718375461832713e-05
5708,5350,0.00010883348795096454
5708,5379,0.0009751777771816636
5708,5632,2.567308363394368e-05
5708,5723,4.323519314062482e-05
5708,5840,9.519224909630294e-06
11,5694,8.152442587414196e-06
11,1091,3.8724636304057625e-05
11,3331,9.20552414730845e-06
11,5882,0.00012659938121816177
11,3460,2.233641413755718e-05
11,1478,7.4579723016688085e-06
11,2767,6.227142871074369e-05
11,3947,1.3598503229304235e-05
11,4711,1.9826367451557344e-05
11,3720,9.96810429833769e-06
11,492,1.1644906698919793e-05
11,4570,9.929344028663453e-05
11,464,1.0009791454111328e-05
11,3576,0.00018983393060537473
11,5480,7.259589155256056e-06
11,3491,1.8848190112344934e-05
11,4967,0.00013300549835339146
11,2097,6.65607029426742e-06
11,1605,2.968503387032042e-05
11,5442,2.813755392703579e-05
11,1581,2.4115667279717374e-05
11,4248,1.2004530303531784e-05
11,3925,1.636454272536428e-05
11,4076,7.71562630224822e-06
11,5393,4.410062540058599e-06
11,2195,1.3422039253670335e-05
11,5570,5.518912259400153e-05
5694,175,2.580573517070465e-05
5694,277,1.6700165584891494e-05
5694,492,7.056240579855458e-06
5694,1502,7.688893695923307e-06
5694,1864,0.0001258233401105087
5694,2097,1.352582726020339e-05
5694,3096,9.478022820021426e-06
5694,3574,5.3941861343283395e-06
5694,3617,1.886386383280878e-05
5694,3831,1.8002380118517571e-06
5694,4340,5.172187322454248e-06
5694,4389,2.6497946940636067e-06
5694,4459,2.1014549536228665e-05
5694,4874,6.734326824875129e-05
5694,5442,1.9148702094075136e-05
5694,5480,4.786715233347338e-06
5694,5613,1.9246935782802848e-05
5694,5882,9.875705288731047e-05
1091,136,2.7724692218087098e-05
1091,175,7.663318530684095e-05
1091,277,3.0423353792070174e-05
1091,3042,1.3256223346444932e-05
1091,400,3.079373364764838e-05
1091,598,3.662290192624807e-05
1091,907,2.3464765334536076e-05
1091,3051,2.5963754963778558e-05
1091,4274,5.502817401525331e-05
1091,2406,8.813564359858322e-05
1091,5643,1.1872110295482423e-05
1091,2944,2.2716248732363615e-05
1091,2520,1.433977862120806e-05
1091,2219,2.019699229873403e-05
1091,1476,5.229580088857646e-05
1091,5882,0.00010548769323719244
1091,5118,0.00011669746958838681
1091,3759,2.2863023336932692e-05
1091,3460,2.4680762792570662e-05
1091,3744,0.0002353558447854807
1091,1864,0.00013502414346045185
1091,3947,7.254904513202847e-05
1091,4711,0.00011181417314336115
1091,1231,5.681911534465552e-05
1091,2725,2.6186152171337088e-05
1091,1581,4.698541087534447e-05
1091,5492,4.6387817903356006e-05
1091,2059,0.00023089088461661624
1091,4585,0.0005523470498294242
1091,5001,2.6565838890046676e-05
1091,5449,5.9295194323645866e-05
1091,5743,2.771181239763964e-05
1091,3680,2.665701136845063e-05
1091,5052,1.963348382017312e-05
1091,4339,1.0780039598483369e-05
1091,1930,4.674099367575121e-05
1091,3387,0.0003449278249735207
1091,3576,9.31163613542636e-05
1091,1932,2.9919560777981176e-05
1091,3266,2.08529631719028e-05
1091,5346,4.174027093150546e-05
1091,3268,2.5116377859352353e-05
1091,3468,2.6682758476146273e-05
1091,5899,2.1407525406694565e-05
1091,4429,3.0142271277223348e-05
1091,5590,3.82078801389018e-05
1091,3617,5.2930057739292016e-05
1091,3270,3.371113556885844e-05
1091,4406,0.00010815481780646886
1091,1427,3.485867020028202e-05
1091,3785,6.135516429346795e-05
1091,5544,4.934129174261483e-05
1091,4962,1.1928846623782826e-05
1091,2951,4.371408986779831e-05
1091,4700,1.1563652901272e-05
1091,5066,0.00020405168307226278
1091,4459,3.3799449785291795e-05
1091,4874,0.00013986076803679785
1091,5906,0.000711507339462723
1091,3278,1.98152466978777e-05
3331,492,1.1008474450332737e-05
3331,598,0.00010519235811693501
3331,851,4.967353436022031e-06
3331,2097,1.0822315391812414e-05
3331,2278,0.0002779110993423997
3331,2767,4.696535374052029e-05
3331,5390,7.306146008277966e-05
3331,3096,6.200152999693684e-06
3331,3947,2.339427247677484e-05
3331,3576,0.0003793912896300066
3331,5613,4.117978701843529e-06
3331,5393,1.38528975719283e-05
3331,4874,0.00020540714177775718
5882,136,0.00011940874738766614
5882,175,0.0003788446400837813
5882,4589,8.335235859282587e-05
5882,3022,9.826729844123063e-05
5882,277,0.0001609426377498452
5882,3042,9.664555379246671e-05
5882,383,2.9490167026129026e-05
5882,398,0.0001318977513145255
5882,400,0.0001076515428443237
5882,413,0.00022217570886761895
5882,3052,9.61810683201159e-05
5882,492,0.00021676524696474355
5882,536,7.061570889479528e-05
5882,574,0.00010700443772975759
5882,598,0.00018276321847986323
5882,617,0.0003140481321258451
5882,4124,7.421391185848278e-05
5882,873,0.006508965352008926
5882,933,0.00014758970764638536
5882,1063,0.00024584922584552487
5882,1921,0.00020484900635949385
5882,1288,0.0001009914451633883
5882,1341,0.00031134673150973153
5882,1478,8.942859614815395e-05
5882,1482,0.0002547301253567235
5882,1502,0.00022879417290875865
5882,5191,9.666461020124216e-05
5882,1581,0.00018068507282385405
5882,1210,6.09488285689862e-05
5882,1689,0.00011155453360032061
5882,1710,7.603366707978386e-05
5882,1808,0.00027042063339643936
5882,1817,0.00012265801791521702
5882,1864,0.0014915683475064914
5882,1881,0.00020875666227992
5882,1932,0.00011044600165108222
5882,2005,0.00013841811287238601
5882,2059,0.0005056551980730764
5882,2097,0.0002311790788054561
5882,2122,5.997096593382396e-05
5882,2135,0.00022176634734153938
5882,3346,8.94276600328887e-05
5882,2317,0.0001318977513145257
5882,2368,0.0003067092448922047
5882,2520,0.00012165922986291234
5882,3319,9.593899051043592e-05
5882,2646,7.619245270867184e-05
5882,2725,0.0001479492583257925
5882,2831,7.23970089760423e-05
5882,2855,0.00012678359045993642
5882,2863,4.494710401249483e-05
5882,2949,0.00036469960675780097
5882,2956,9.083898378345154e-05
5882,3088,6.591491544905545e-05
5882,3096,0.0001784969819777752
5882,3147,6.689063799918041e-05
5882,3270,0.00022152817148944208
5882,3278,0.00012638136708725928
5882,3285,2.330560541288503e-05
5882,3460,0.00013399164820019108
5882,3491,0.00010422047588461285
5882,3574,9.264885539031613e-05
5882,3576,0.0005718157504176748
5882,3617,0.00022517493400764347
5882,3641,6.73036072144813e-05
5882,3680,0.00024845403000999666
5882,3759,4.976557030131668e-05
5882,3780,0.0002512419618656756
5882,3797,0.0003710040719525678
5882,3852,0.0005281631764603865
5882,3947,0.0002032423905700963
5882,4032,0.0006081255140727704
5882,4076,6.205651984738288e-05
5882,4081,0.0005713037917914452
5882,4248,8.643395474056982e-05
5882,4331,0.00032538400857128546
5882,4339,8.534708532854475e-05
5882,4340,0.00010617140394033304
5882,4366,5.495821935684268e-05
5882,4389,8.327008391649602e-05
5882,4444,7.688834034167662e-05
5882,4469,0.00019965597289487366
5882,4591,0.00027616443336088577
5882,3901,0.0001418706242189049
5882,4602,0.0006422833288449389
5882,4665,0.00116609914175707
5882,4675,0.00010755464711503183
5882,4700,7.871740136163591e-05
5882,4713,9.259711662599348e-05
5882,4740,5.481348528672392e-05
5882,4849,9.033963544086246e-05
5882,4874,0.001039999051066155
5882,4889,0.000265407705781828
5882,4962,0.00011448723923789054
5882,5125,9.205151999053261e-05
5882,5150,0.00013420660905988135
5882,5307,0.00016661923480195862
5882,5333,7.24361312327867e-05
5882,5346,0.0001332016052552857
5882,5393,7.964343542957667e-05
5882,3340,9.081975347682165e-05
5882,5480,6.987538019823783e-05
5882,5590,0.000252091375439712
5882,5643,5.8550733852392476e-05
5882,5713,7.207342638529343e-05
5882,5870,9.151786582175907e-05
5882,5733,0.00010507602722427714
5882,5772,8.848398880844647e-05
5882,5800,0.00987133837007772
